datetime,BASEL,BUDAPEST,DE,DRESDEN,DUSSELDORF,HEATHROW,KASSEL,LJUBLJANA,MAASTRICHT,MALMO,MONTELIMAR,MUENCHEN,OSLO,PERPIGNAN,ROMA,SONNBLICK,STOCKHOLM,TOURS
2000-02-02,278.65,280.34999999999997,,279.15,279.54999999999995,281.34999999999997,279.34999999999997,281.25,279.34999999999997,277.15,282.34999999999997,280.95,270.25,285.34999999999997,282.45,268.15,272.34999999999997,281.34999999999997
2000-02-03,278.34999999999997,280.25,,276.15,279.34999999999997,279.15,277.54999999999995,279.34999999999997,278.34999999999997,275.45,281.34999999999997,276.75,270.04999999999995,286.25,283.04999999999995,262.84999999999997,269.25,276.75
2000-02-04,276.45,277.25,,278.34999999999997,280.34999999999997,280.95,277.95,276.15,279.75,277.54999999999995,280.34999999999997,276.95,276.25,285.15,281.15,260.84999999999997,276.04999999999995,278.45
2000-02-05,280.04999999999995,280.25,,282.04999999999995,282.34999999999997,282.54999999999995,280.04999999999995,279.04999999999995,281.54999999999995,280.95,278.95,280.34999999999997,274.75,279.95,279.75,265.65,275.15,281.45
2000-02-06,279.15,282.34999999999997,,283.15,282.34999999999997,282.75,281.45,279.54999999999995,281.45,278.84999999999997,279.75,281.34999999999997,278.04999999999995,282.75,280.04999999999995,267.25,278.84999999999997,280.15
2000-02-07,280.75,276.25,,280.95,281.25,281.15,280.54999999999995,279.25,281.04999999999995,278.95,282.34999999999997,280.45,278.75,284.45,279.75,266.45,277.15,281.54999999999995
2000-02-08,284.54999999999995,280.95,,283.25,282.75,283.54999999999995,281.75,279.65,282.34999999999997,278.65,284.15,283.04999999999995,273.95,288.34999999999997,281.45,265.84999999999997,275.84999999999997,284.45
2000-02-09,278.75,280.75,,277.15,278.54999999999995,279.95,277.95,279.95,278.65,277.04999999999995,283.65,276.54999999999995,273.84999999999997,285.95,283.95,261.84999999999997,272.45,281.15
2000-02-10,279.34999999999997,278.65,,279.04999999999995,279.15,281.15,278.34999999999997,276.75,279.04999999999995,277.54999999999995,282.15,277.75,276.95,281.75,281.65,259.45,273.84999999999997,279.15
2000-02-11,277.34999999999997,276.65,,275.84999999999997,276.15,278.34999999999997,276.15,275.54999999999995,276.04999999999995,277.65,280.34999999999997,276.04999999999995,277.95,285.65,280.15,263.75,277.45,277.15
2000-02-12,275.95,278.45,,275.34999999999997,276.75,279.54999999999995,274.95,277.04999999999995,277.25,277.45,280.15,274.65,277.04999999999995,282.15,280.25,261.15,277.75,276.65
2000-02-13,278.75,279.65,,275.54999999999995,278.04999999999995,280.54999999999995,276.15,275.84999999999997,278.54999999999995,275.95,279.54999999999995,276.95,273.95,283.45,281.25,261.45,275.84999999999997,280.95
2000-02-14,280.15,276.95,,274.25,277.95,277.75,276.95,276.45,277.34999999999997,274.84999999999997,282.54999999999995,276.54999999999995,272.34999999999997,286.75,282.15,261.04999999999995,273.04999999999995,281.95
2000-02-15,281.45,275.04999999999995,,278.04999999999995,280.04999999999995,278.54999999999995,278.25,277.25,280.15,276.65,283.95,279.45,272.04999999999995,287.54999999999995,280.25,262.54999999999995,273.34999999999997,282.65
2000-02-16,277.54999999999995,276.45,,274.95,275.34999999999997,277.84999999999997,274.75,274.75,275.84999999999997,275.75,281.75,276.65,270.25,284.45,284.75,259.25,272.84999999999997,278.54999999999995
2000-02-17,275.25,276.15,,273.65,274.84999999999997,279.15,273.45,274.15,275.75,274.45,276.95,273.15,267.65,282.54999999999995,280.15,254.04999999999998,272.15,279.75
2000-02-18,277.34999999999997,275.15,,274.25,276.84999999999997,280.15,273.65,274.34999999999997,277.34999999999997,273.45,279.75,275.34999999999997,268.45,286.75,277.95,257.04999999999995,270.54999999999995,282.15
2000-02-19,279.15,275.15,,276.04999999999995,277.75,280.75,276.15,274.84999999999997,277.75,274.84999999999997,282.75,276.45,265.65,286.25,282.84999999999997,260.95,270.25,281.15
2000-02-20,275.04999999999995,276.15,,272.75,274.84999999999997,276.95,272.54999999999995,275.84999999999997,275.25,274.15,279.15,273.34999999999997,268.95,283.75,281.65,258.04999999999995,270.34999999999997,277.34999999999997
2000-02-21,274.45,274.54999999999995,,271.04999999999995,276.15,278.95,272.54999999999995,274.84999999999997,276.04999999999995,271.54999999999995,277.95,272.34999999999997,268.75,280.54999999999995,280.34999999999997,254.04999999999998,269.54999999999995,276.95
2000-02-22,275.25,273.04999999999995,,272.34999999999997,275.95,277.75,275.84999999999997,272.84999999999997,277.25,271.65,279.04999999999995,273.45,271.25,280.75,278.75,254.84999999999997,270.65,278.54999999999995
2000-02-23,275.84999999999997,273.25,,274.34999999999997,279.75,280.95,275.34999999999997,274.54999999999995,279.45,272.25,279.25,275.15,270.15,283.95,278.84999999999997,256.04999999999995,271.04999999999995,279.95
2000-02-24,276.65,275.04999999999995,,277.15,279.45,282.54999999999995,277.84999999999997,276.25,280.95,276.15,281.45,277.75,272.84999999999997,287.34999999999997,278.25,261.15,272.75,283.65
2000-02-25,282.65,278.84999999999997,,274.34999999999997,276.95,279.25,275.54999999999995,278.95,279.25,277.15,281.25,279.54999999999995,269.95,284.15,278.75,266.45,272.45,281.95
2000-02-26,280.54999999999995,277.95,,276.34999999999997,275.54999999999995,278.34999999999997,274.84999999999997,276.95,276.15,277.34999999999997,284.84999999999997,277.45,272.04999999999995,283.65,282.54999999999995,262.75,272.04999999999995,280.84999999999997
2000-02-27,282.15,278.34999999999997,,278.34999999999997,281.25,281.75,278.75,278.25,281.15,276.45,282.25,280.45,275.84999999999997,283.15,283.65,263.45,276.54999999999995,283.95
2000-02-28,284.15,277.95,,283.25,281.45,281.75,281.95,278.95,282.15,279.95,286.15,284.45,277.34999999999997,284.25,283.34999999999997,266.84999999999997,277.65,282.95
2000-02-29,281.25,279.04999999999995,,280.15,280.65,280.95,278.75,280.65,279.54999999999995,278.04999999999995,283.04999999999995,281.54999999999995,276.04999999999995,284.75,281.84999999999997,264.34999999999997,277.84999999999997,281.04999999999995
2000-03-01,278.95,280.65,,278.84999999999997,278.04999999999995,278.54999999999995,276.75,277.84999999999997,277.95,278.45,284.75,277.95,276.04999999999995,286.04999999999995,283.65,263.04999999999995,275.75,280.75
2000-03-02,277.54999999999995,278.54999999999995,,275.34999999999997,277.84999999999997,278.95,276.75,278.75,277.34999999999997,276.65,280.75,275.15,274.54999999999995,283.95,283.34999999999997,258.75,274.15,278.15
2000-03-03,280.65,278.15,,278.34999999999997,278.54999999999995,281.15,276.45,278.54999999999995,278.54999999999995,278.15,281.54999999999995,280.34999999999997,272.95,282.04999999999995,280.95,259.84999999999997,274.84999999999997,282.25
2000-03-04,278.25,278.75,,273.75,274.34999999999997,277.45,273.65,279.45,274.34999999999997,274.84999999999997,282.34999999999997,274.54999999999995,272.95,286.15,285.04999999999995,260.54999999999995,270.54999999999995,277.84999999999997
2000-03-05,274.84999999999997,274.84999999999997,,272.75,275.75,278.15,274.15,276.54999999999995,276.04999999999995,274.45,279.95,272.84999999999997,271.34999999999997,284.95,285.25,254.84999999999997,269.65,277.04999999999995
2000-03-06,277.04999999999995,276.34999999999997,,278.25,280.15,281.34999999999997,278.04999999999995,277.25,279.45,277.15,281.25,276.65,279.04999999999995,279.65,282.04999999999995,258.65,274.54999999999995,278.34999999999997
2000-03-07,279.54999999999995,280.65,,280.84999999999997,281.54999999999995,284.15,281.25,279.75,281.45,278.04999999999995,284.84999999999997,279.65,278.34999999999997,285.54999999999995,281.25,265.54999999999995,277.75,279.95
2000-03-08,282.34999999999997,283.95,,282.34999999999997,284.15,285.54999999999995,283.25,281.34999999999997,283.25,278.65,283.75,282.25,272.25,288.54999999999995,282.75,266.15,273.65,282.75
2000-03-09,287.25,285.75,,281.54999999999995,283.45,287.04999999999995,283.15,283.84999999999997,283.84999999999997,277.04999999999995,289.34999999999997,284.75,272.75,292.75,282.45,269.04999999999995,272.95,282.04999999999995
2000-03-10,283.45,279.34999999999997,,275.54999999999995,281.15,285.65,278.34999999999997,284.25,281.25,275.45,287.54999999999995,280.54999999999995,272.54999999999995,292.95,285.25,265.54999999999995,274.84999999999997,283.54999999999995
2000-03-11,284.25,276.25,,279.54999999999995,281.84999999999997,283.65,280.34999999999997,282.84999999999997,281.34999999999997,273.84999999999997,288.34999999999997,282.54999999999995,273.15,292.65,285.25,266.15,272.04999999999995,283.54999999999995
2000-03-12,282.45,280.34999999999997,,275.34999999999997,280.54999999999995,281.84999999999997,278.54999999999995,283.34999999999997,280.15,273.84999999999997,286.15,278.95,272.25,286.65,285.04999999999995,264.04999999999995,272.75,282.54999999999995
2000-03-13,280.65,277.95,,277.75,282.15,283.15,281.34999999999997,281.84999999999997,281.04999999999995,277.84999999999997,285.54999999999995,278.84999999999997,274.75,285.95,284.75,264.75,277.15,282.04999999999995
2000-03-14,283.65,280.75,,279.04999999999995,281.45,283.95,279.54999999999995,282.04999999999995,281.34999999999997,278.34999999999997,286.95,281.34999999999997,275.54999999999995,288.45,284.84999999999997,264.95,277.95,283.65
2000-03-15,278.54999999999995,279.34999999999997,,273.75,278.15,280.75,276.15,280.65,278.25,276.65,284.15,276.04999999999995,275.04999999999995,288.25,286.34999999999997,260.45,274.15,280.54999999999995
2000-03-16,278.54999999999995,274.54999999999995,,275.25,281.34999999999997,281.15,279.34999999999997,278.15,280.84999999999997,276.04999999999995,283.15,276.15,273.25,286.84999999999997,284.45,257.54999999999995,273.34999999999997,278.54999999999995
2000-03-17,281.25,273.75,,275.04999999999995,281.25,282.54999999999995,279.34999999999997,277.65,280.65,275.54999999999995,285.15,278.34999999999997,273.65,289.15,282.45,260.34999999999997,273.25,280.75
2000-03-18,280.54999999999995,274.65,,274.75,279.15,282.34999999999997,278.75,279.04999999999995,279.25,275.84999999999997,285.65,276.65,277.15,288.15,284.04999999999995,260.25,274.15,282.15
2000-03-19,279.65,274.84999999999997,,275.54999999999995,277.04999999999995,280.65,278.25,276.34999999999997,276.95,277.45,283.25,276.54999999999995,274.04999999999995,285.75,282.15,259.25,275.04999999999995,280.34999999999997
2000-03-20,280.04999999999995,276.25,,276.75,276.95,280.95,279.34999999999997,278.15,277.25,280.75,280.75,277.84999999999997,281.65,283.84999999999997,279.25,257.04999999999995,281.45,281.84999999999997
2000-03-21,281.34999999999997,278.75,,276.54999999999995,279.54999999999995,282.15,278.95,281.04999999999995,279.45,280.75,281.75,279.95,278.75,284.95,280.75,261.04999999999995,280.25,282.04999999999995
2000-03-22,283.45,282.95,,280.04999999999995,282.15,282.65,281.95,282.25,282.95,278.95,283.95,281.95,276.25,284.75,282.04999999999995,266.34999999999997,278.15,283.65
2000-03-23,284.15,283.65,,280.75,284.15,283.15,282.75,283.95,283.04999999999995,277.84999999999997,284.75,285.34999999999997,275.15,285.84999999999997,282.45,266.65,275.54999999999995,285.54999999999995
2000-03-24,284.25,283.34999999999997,,280.75,283.34999999999997,284.04999999999995,283.45,284.65,283.04999999999995,275.25,286.15,283.75,275.04999999999995,285.75,283.15,269.25,276.45,284.54999999999995
2000-03-25,284.04999999999995,281.95,,281.54999999999995,283.15,282.25,282.34999999999997,284.15,282.54999999999995,276.34999999999997,285.15,282.65,275.65,284.34999999999997,283.84999999999997,266.65,276.84999999999997,283.04999999999995
2000-03-26,281.15,283.45,,280.84999999999997,279.95,279.54999999999995,278.04999999999995,282.25,279.25,277.15,285.15,278.54999999999995,276.65,285.95,285.54999999999995,265.34999999999997,274.65,280.95
2000-03-27,279.15,283.84999999999997,,277.04999999999995,280.25,280.25,280.04999999999995,280.75,278.75,275.95,282.54999999999995,276.95,274.84999999999997,283.34999999999997,284.84999999999997,265.04999999999995,273.75,279.25
2000-03-28,278.84999999999997,284.34999999999997,,275.95,276.75,279.34999999999997,275.04999999999995,282.04999999999995,276.54999999999995,275.54999999999995,281.75,278.04999999999995,274.25,283.95,286.15,262.95,273.45,278.65
2000-03-29,276.95,284.54999999999995,,279.75,279.45,278.54999999999995,279.15,279.75,278.54999999999995,276.25,281.25,278.95,276.34999999999997,283.45,285.54999999999995,264.65,275.25,278.15
2000-03-30,278.84999999999997,283.25,,277.75,279.95,279.75,279.54999999999995,280.84999999999997,279.25,277.65,281.25,275.95,277.34999999999997,281.15,283.25,262.65,279.04999999999995,278.15
2000-03-31,281.84999999999997,281.45,,278.15,279.25,280.65,278.75,283.34999999999997,278.84999999999997,277.84999999999997,278.65,279.34999999999997,275.84999999999997,283.15,284.15,262.45,281.04999999999995,279.65
2000-04-01,280.25,282.75,,280.04999999999995,278.75,279.95,278.04999999999995,278.65,279.25,278.65,282.65,278.45,277.04999999999995,284.95,285.04999999999995,264.15,275.45,281.75
2000-04-02,282.34999999999997,283.34999999999997,,281.54999999999995,283.25,283.54999999999995,281.34999999999997,282.34999999999997,283.34999999999997,278.95,283.54999999999995,281.75,272.25,285.84999999999997,284.45,262.34999999999997,272.04999999999995,283.75
2000-04-03,286.04999999999995,284.54999999999995,,283.15,284.34999999999997,281.75,285.95,282.65,283.84999999999997,278.95,287.04999999999995,286.54999999999995,271.95,290.15,289.15,264.95,273.95,284.75
2000-04-04,284.65,286.54999999999995,,283.84999999999997,283.54999999999995,277.15,285.15,284.65,283.95,280.15,287.75,285.75,271.45,285.95,286.25,265.84999999999997,278.15,281.95
2000-04-05,281.75,284.65,,277.84999999999997,278.34999999999997,279.54999999999995,277.34999999999997,285.75,277.84999999999997,276.34999999999997,283.95,281.65,273.54999999999995,286.15,286.04999999999995,265.34999999999997,274.25,277.75
2000-04-06,276.95,279.54999999999995,,276.75,277.75,278.95,278.45,283.25,277.84999999999997,278.54999999999995,282.54999999999995,275.34999999999997,275.04999999999995,284.54999999999995,285.75,261.95,276.84999999999997,279.34999999999997
2000-04-07,279.04999999999995,279.95,,276.95,279.54999999999995,281.75,279.25,280.95,280.04999999999995,280.54999999999995,283.65,278.95,278.04999999999995,282.95,284.95,258.15,275.75,280.54999999999995
2000-04-08,282.25,279.75,,279.25,281.95,282.75,280.34999999999997,282.54999999999995,281.45,277.25,285.34999999999997,280.34999999999997,276.84999999999997,282.65,283.54999999999995,259.95,275.34999999999997,283.75
2000-04-09,283.45,279.04999999999995,,278.54999999999995,283.04999999999995,283.75,280.34999999999997,283.54999999999995,283.54999999999995,275.65,283.34999999999997,281.75,277.84999999999997,282.95,283.54999999999995,263.25,275.54999999999995,281.75
2000-04-10,283.34999999999997,281.84999999999997,,278.54999999999995,279.54999999999995,281.15,279.95,282.95,280.45,278.65,285.15,282.75,278.65,283.95,284.75,263.54999999999995,277.45,284.54999999999995
2000-04-11,282.75,284.04999999999995,,280.04999999999995,282.54999999999995,278.34999999999997,281.75,283.34999999999997,281.04999999999995,279.34999999999997,285.95,282.15,278.15,286.15,285.84999999999997,264.15,276.25,279.95
2000-04-12,281.54999999999995,285.15,,279.54999999999995,280.04999999999995,277.34999999999997,278.45,284.75,279.95,278.34999999999997,285.15,278.75,278.75,285.15,285.84999999999997,264.75,276.54999999999995,279.95
2000-04-13,281.45,286.45,,281.54999999999995,279.95,279.54999999999995,279.54999999999995,286.15,279.34999999999997,279.65,287.15,280.25,277.45,284.34999999999997,287.75,265.34999999999997,277.45,281.75
2000-04-14,285.65,288.84999999999997,,281.15,282.65,280.25,279.15,286.75,281.45,279.25,286.25,286.75,279.65,285.54999999999995,288.34999999999997,266.45,276.65,281.34999999999997
2000-04-15,283.15,289.75,,284.75,283.34999999999997,278.95,280.95,286.34999999999997,282.25,279.54999999999995,286.34999999999997,282.04999999999995,278.15,285.65,289.15,267.34999999999997,278.95,282.54999999999995
2000-04-16,281.75,287.34999999999997,,284.84999999999997,284.75,279.75,283.15,286.65,282.75,281.95,285.34999999999997,285.54999999999995,276.25,289.95,287.95,264.65,279.15,280.95
2000-04-17,282.75,290.54999999999995,,286.95,284.95,282.25,283.54999999999995,289.45,283.84999999999997,282.54999999999995,285.15,282.95,277.65,288.45,290.04999999999995,267.75,281.45,283.15
2000-04-18,282.75,292.45,,284.04999999999995,285.04999999999995,282.15,283.54999999999995,289.65,283.45,282.75,286.15,281.34999999999997,279.65,285.15,287.25,269.45,282.45,284.65
2000-04-19,283.25,293.34999999999997,,285.75,285.75,284.54999999999995,283.65,290.15,284.45,283.54999999999995,284.84999999999997,283.65,280.84999999999997,289.45,287.84999999999997,271.04999999999995,283.65,284.45
2000-04-20,286.04999999999995,293.84999999999997,,287.65,287.75,285.25,286.15,291.54999999999995,286.65,283.54999999999995,289.15,285.84999999999997,282.45,288.15,288.84999999999997,271.45,283.45,288.95
2000-04-21,289.95,295.15,,290.54999999999995,288.04999999999995,284.95,288.84999999999997,292.15,288.15,284.15,289.25,289.34999999999997,281.65,288.75,292.54999999999995,271.45,284.45,287.34999999999997
2000-04-22,291.54999999999995,293.95,,292.45,288.54999999999995,284.65,292.54999999999995,292.54999999999995,288.15,285.45,289.34999999999997,291.54999999999995,281.54999999999995,289.45,289.84999999999997,272.25,285.75,286.34999999999997
2000-04-23,287.95,293.84999999999997,,295.15,286.75,283.34999999999997,291.25,292.75,285.25,288.04999999999995,285.34999999999997,292.45,281.75,286.25,289.34999999999997,274.25,285.04999999999995,284.95
2000-04-24,283.45,293.54999999999995,,286.34999999999997,284.04999999999995,283.75,282.54999999999995,285.34999999999997,285.04999999999995,287.04999999999995,283.65,282.04999999999995,281.84999999999997,286.75,287.25,270.84999999999997,284.65,283.75
2000-04-25,286.65,288.65,,283.25,288.34999999999997,286.15,284.84999999999997,288.95,287.25,284.65,287.54999999999995,285.75,283.84999999999997,287.54999999999995,287.25,269.65,282.34999999999997,289.45
2000-04-26,290.95,289.65,,288.34999999999997,290.65,285.45,289.95,290.25,289.65,283.54999999999995,289.54999999999995,289.04999999999995,282.75,289.15,288.45,272.65,284.65,285.65
2000-04-27,289.45,291.25,,292.15,292.15,284.54999999999995,291.84999999999997,290.84999999999997,289.75,288.45,286.04999999999995,289.65,281.95,287.34999999999997,289.34999999999997,273.84999999999997,283.34999999999997,283.15
2000-04-28,288.04999999999995,292.04999999999995,,293.34999999999997,290.95,284.75,291.84999999999997,290.75,290.45,290.65,284.84999999999997,292.75,285.54999999999995,286.34999999999997,289.95,271.75,286.25,283.54999999999995
2000-04-29,284.95,293.75,,293.15,286.54999999999995,287.04999999999995,288.34999999999997,288.25,285.45,293.54999999999995,286.95,290.04999999999995,291.04999999999995,285.34999999999997,287.45,270.45,288.84999999999997,284.65
2000-04-30,288.25,293.54999999999995,,292.75,286.75,284.75,287.95,289.15,287.15,293.34999999999997,287.75,287.54999999999995,291.25,288.34999999999997,287.65,271.95,284.25,286.95
2000-05-01,290.15,291.95,,291.25,288.25,285.15,288.54999999999995,289.04999999999995,287.84999999999997,287.34999999999997,290.54999999999995,288.45,283.84999999999997,289.54999999999995,289.25,271.95,280.95,290.84999999999997
2000-05-02,290.15,291.65,,288.95,286.54999999999995,284.75,290.15,289.04999999999995,284.95,284.75,291.54999999999995,289.75,279.84999999999997,289.95,289.75,272.25,280.45,287.54999999999995
2000-05-03,289.65,287.04999999999995,,289.15,286.54999999999995,282.84999999999997,290.75,288.84999999999997,284.54999999999995,285.45,291.84999999999997,288.95,284.04999999999995,288.84999999999997,289.75,272.15,281.84999999999997,285.95
2000-05-04,290.65,288.65,,289.75,289.54999999999995,283.54999999999995,289.84999999999997,289.65,287.65,285.84999999999997,290.45,287.45,284.15,290.34999999999997,291.15,272.95,281.25,288.65
2000-05-05,290.15,290.34999999999997,,291.25,291.65,287.15,291.65,288.15,290.95,284.25,291.75,289.54999999999995,286.15,291.04999999999995,288.95,272.84999999999997,285.34999999999997,291.15
2000-05-06,289.84999999999997,291.65,,292.54999999999995,292.34999999999997,289.54999999999995,292.54999999999995,290.25,292.15,285.54999999999995,290.75,289.25,286.65,291.04999999999995,291.34999999999997,271.84999999999997,283.45,289.84999999999997
2000-05-07,291.15,293.25,,294.15,291.15,291.15,293.95,291.25,290.65,284.25,290.15,290.75,286.95,289.34999999999997,292.75,271.84999999999997,284.45,290.95
2000-05-08,290.04999999999995,293.84999999999997,,293.54999999999995,292.75,288.15,291.84999999999997,288.84999999999997,290.54999999999995,286.45,291.04999999999995,290.25,289.65,291.04999999999995,292.84999999999997,272.45,286.65,290.34999999999997
2000-05-09,291.95,293.25,,291.15,292.54999999999995,290.95,290.75,292.15,292.84999999999997,287.45,291.34999999999997,292.15,289.65,291.54999999999995,290.95,274.25,289.04999999999995,292.15
2000-05-10,293.15,294.65,,293.34999999999997,293.75,288.54999999999995,292.34999999999997,292.75,292.45,288.04999999999995,291.75,294.54999999999995,288.95,289.75,293.54999999999995,275.65,290.45,291.95
2000-05-11,293.65,296.04999999999995,,293.25,293.25,287.54999999999995,293.54999999999995,293.25,291.65,287.75,292.54999999999995,295.15,285.75,289.95,292.84999999999997,276.25,283.54999999999995,289.95
