datetime,BASEL,BUDAPEST,DE,DRESDEN,DUSSELDORF,HEATHROW,KASSEL,LJUBLJANA,MAASTRICHT,MALMO,MONTELIMAR,MUENCHEN,OSLO,PERPIGNAN,ROMA,SONNBLICK,STOCKHOLM,TOURS
2000-02-16,0.79,0.85,,0.83,0.83,0.68,0.81,0.93,0.86,,0.66,0.74,0.83,0.62,0.89,0.96,,0.8
2000-02-17,0.78,0.77,,0.81,0.88,0.71,0.89,0.88,0.81,,0.82,0.79,0.83,0.79,0.76,0.96,,0.76
2000-02-18,0.8,0.71,,0.76,0.93,0.77,0.95,0.68,0.91,,0.78,0.84,0.89,0.64,0.62,0.95,,0.87
2000-02-19,0.77,0.8,,0.94,0.82,0.74,0.9,0.79,0.88,,0.78,0.92,0.85,0.58,0.83,0.97,,0.86
2000-02-20,0.85,0.87,,0.97,0.78,0.77,0.89,0.83,0.87,,0.57,0.97,0.69,0.48,0.79,0.96,,0.8
2000-02-21,0.72,0.67,,0.87,0.82,0.76,0.82,0.63,0.85,,0.52,0.79,0.78,0.5,0.56,0.97,,0.76
2000-02-22,0.68,0.63,,0.9,0.83,0.78,0.82,0.61,0.84,,0.53,0.69,0.89,0.46,0.77,0.69,,0.72
2000-02-23,0.67,0.74,,0.92,0.75,0.89,0.9,0.66,0.8,,0.57,0.72,0.89,0.44,0.77,0.94,,0.85
2000-02-24,0.76,0.81,,0.9,0.89,0.79,0.92,0.6,0.91,,0.64,0.72,0.94,0.64,0.64,0.7,,0.93
2000-02-25,0.76,0.69,,0.94,0.78,0.75,0.89,0.57,0.8,,0.7,0.84,0.9,0.76,0.76,0.89,,0.91
2000-02-26,0.85,0.63,,0.83,0.74,0.74,0.8,0.79,0.78,,0.71,0.76,0.91,0.79,0.91,0.52,,0.93
2000-02-27,0.76,0.58,,0.65,0.68,0.8,0.77,0.71,0.69,,0.8,0.69,0.93,0.91,0.88,0.28,,0.83
2000-02-28,0.61,0.6,,0.52,0.77,0.75,0.71,0.65,0.81,,0.74,0.37,0.85,0.83,0.82,0.41,,0.88
2000-02-29,0.8,0.53,,0.76,0.75,0.85,0.85,0.69,0.85,,0.88,0.74,0.88,0.83,0.84,0.82,,0.91
2000-03-01,0.81,0.66,,0.78,0.84,0.69,0.9,0.9,0.89,,0.76,0.83,0.72,0.68,0.89,0.98,,0.84
2000-03-02,0.64,0.78,,0.8,0.77,0.79,0.7,0.5,0.82,,0.58,0.78,0.45,0.52,0.78,0.9,,0.78
2000-03-03,0.59,0.62,,0.77,0.86,0.71,0.91,0.59,0.92,,0.61,0.52,0.8,0.64,0.65,0.93,,0.89
2000-03-04,0.61,0.65,,0.82,0.85,0.6,0.76,0.82,0.94,,0.62,0.81,0.43,0.58,0.81,0.94,,0.7
2000-03-05,0.54,0.64,,0.87,0.85,0.69,0.77,0.51,0.81,,0.4,0.66,0.51,0.39,0.75,0.93,,0.65
2000-03-06,0.56,0.61,,0.67,0.65,0.8,0.7,0.61,0.68,,0.5,0.48,0.76,0.7,0.76,0.54,,0.64
2000-03-07,0.61,0.47,,0.75,0.83,0.79,0.79,0.59,0.85,,0.64,0.56,0.44,0.76,0.81,0.42,,0.7
2000-03-08,0.68,0.65,,0.9,0.9,0.81,0.91,0.67,0.93,,0.52,0.69,0.88,0.36,0.8,0.97,,0.69
2000-03-09,0.53,0.73,,0.88,0.84,0.73,0.81,0.69,0.89,,0.49,0.64,0.54,0.27,0.83,0.96,,0.84
2000-03-10,0.74,0.57,,0.76,0.79,0.78,0.73,0.62,0.9,,0.6,0.84,0.48,0.37,0.89,0.97,,0.89
2000-03-11,0.66,0.77,,0.9,0.79,0.69,0.84,0.7,0.86,,0.54,0.67,0.71,0.38,0.87,0.9,,0.8
2000-03-12,0.65,0.66,,0.8,0.77,0.72,0.79,0.57,0.82,,0.61,0.68,0.75,0.6,0.83,0.68,,0.74
2000-03-13,0.69,0.59,,0.86,0.78,0.79,0.75,0.61,0.85,,0.65,0.72,0.94,0.7,0.83,0.6,,0.72
2000-03-14,0.7,0.62,,0.9,0.82,0.68,0.87,0.58,0.89,,0.57,0.81,0.48,0.52,0.85,0.96,,0.81
2000-03-15,0.61,0.6,,0.86,0.72,0.65,0.75,0.75,0.73,,0.45,0.66,0.41,0.47,0.87,0.96,,0.72
2000-03-16,0.73,0.78,,0.9,0.88,0.72,0.7,0.72,0.91,,0.5,0.94,0.74,0.36,0.62,0.96,,0.81
2000-03-17,0.78,0.77,,0.78,0.83,0.68,0.94,0.75,0.88,,0.58,0.98,0.88,0.38,0.77,0.97,,0.78
2000-03-18,0.79,0.75,,0.73,0.86,0.67,0.92,0.51,0.88,,0.55,0.94,0.65,0.48,0.83,0.96,,0.71
2000-03-19,0.79,0.73,,0.72,0.85,0.72,0.7,0.72,0.94,,0.61,0.76,0.8,0.42,0.7,0.97,,0.73
2000-03-20,0.5,0.6,,0.85,0.84,0.78,0.71,0.62,0.84,,0.79,0.63,0.62,0.61,0.9,0.6,,0.66
2000-03-21,0.56,0.65,,0.95,0.79,0.79,0.76,0.53,0.8,,0.71,0.64,0.68,0.74,0.73,0.52,,0.61
2000-03-22,0.54,0.66,,0.77,0.64,0.73,0.69,0.57,0.65,,0.66,0.61,0.6,0.82,0.8,0.53,,0.59
2000-03-23,0.6,0.59,,0.78,0.64,0.7,0.68,0.54,0.68,,0.69,0.48,0.44,0.93,0.82,0.6,,0.73
2000-03-24,0.65,0.65,,0.92,0.81,0.77,0.83,0.55,0.89,,0.83,0.68,0.52,0.71,0.84,0.93,,0.82
2000-03-25,0.62,0.63,,0.82,0.74,0.78,0.85,0.74,0.86,,0.85,0.68,0.56,0.82,0.92,0.98,,0.86
2000-03-26,0.69,0.73,,0.83,0.79,0.74,0.91,0.91,0.89,,0.66,0.86,0.67,0.57,0.88,0.97,,0.82
2000-03-27,0.74,0.9,,0.99,0.82,0.77,0.73,0.89,0.92,,0.69,0.95,0.48,0.63,0.85,0.98,,0.88
2000-03-28,0.78,0.65,,0.96,0.86,0.72,0.92,0.75,0.93,,0.66,0.82,0.5,0.52,0.8,0.96,,0.84
2000-03-29,0.87,0.74,,0.92,0.87,0.87,0.88,0.93,0.94,,0.81,0.85,0.62,0.56,0.85,0.97,,0.82
2000-03-30,0.7,0.68,,0.93,0.86,0.8,0.8,0.72,0.97,,0.74,0.92,0.62,0.74,0.77,0.95,,0.82
2000-03-31,0.61,0.7,,0.93,0.88,0.71,0.88,0.6,0.94,,0.92,0.67,0.98,0.72,0.7,0.96,,0.82
2000-04-01,0.77,0.71,,0.76,0.8,0.82,0.89,0.91,0.9,,0.78,0.82,0.54,0.67,0.79,0.94,,0.82
2000-04-02,0.62,0.79,,0.62,0.67,0.78,0.75,0.73,0.72,,0.66,0.59,0.9,0.8,0.74,0.96,,0.64
2000-04-03,0.6,0.72,,0.64,0.65,0.92,0.51,0.76,0.74,,0.64,0.48,0.94,0.53,0.64,0.97,,0.82
2000-04-04,0.68,0.74,,0.72,0.72,0.82,0.6,0.76,0.76,,0.7,0.58,0.85,0.52,0.91,0.96,,0.82
2000-04-05,0.84,0.95,,0.77,0.66,0.65,0.69,0.69,0.76,,0.83,0.87,0.43,0.49,0.86,0.91,,0.85
2000-04-06,0.84,0.58,,0.6,0.66,0.66,0.52,0.69,0.64,,0.7,0.6,0.67,0.5,0.85,0.95,,0.7
2000-04-07,0.63,0.47,,0.89,0.68,0.71,0.65,0.52,0.66,,0.63,0.59,0.58,0.61,0.69,0.71,,0.57
2000-04-08,0.53,0.56,,0.68,0.58,0.61,0.7,0.56,0.61,,0.61,0.56,0.67,0.86,0.7,0.7,,0.58
2000-04-09,0.55,0.54,,0.83,0.59,0.68,0.65,0.57,0.6,,0.85,0.58,0.66,0.9,0.76,0.98,,0.8
2000-04-10,0.59,0.48,,0.71,0.6,0.62,0.63,0.65,0.66,,0.83,0.58,0.7,0.93,0.9,0.99,,0.69
2000-04-11,0.77,0.59,,0.78,0.62,0.83,0.59,0.81,0.65,,0.85,0.8,0.78,0.74,0.91,0.96,,0.77
2000-04-12,0.64,0.72,,0.87,0.66,0.92,0.72,0.76,0.72,,0.66,0.82,0.7,0.71,0.86,0.96,,0.8
2000-04-13,0.81,0.63,,0.59,0.72,0.86,0.74,0.68,0.81,,0.75,0.85,0.84,0.76,0.83,0.97,,0.78
2000-04-14,0.69,0.53,,0.74,0.7,0.77,0.9,0.65,0.78,,0.67,0.65,0.69,0.8,0.68,0.99,,0.92
2000-04-15,0.67,0.58,,0.74,0.66,0.89,0.83,0.8,0.79,,0.64,0.68,0.82,0.62,0.73,0.98,,0.73
2000-04-16,0.75,0.62,,0.52,0.62,0.78,0.58,0.64,0.67,,0.8,0.45,0.88,0.65,0.76,0.97,,0.82
2000-04-17,0.76,0.52,,0.6,0.65,0.78,0.69,0.61,0.75,,0.74,0.71,0.92,0.5,0.69,0.96,,0.8
2000-04-18,0.75,0.54,,0.8,0.61,0.85,0.75,0.66,0.74,,0.65,0.81,0.87,0.62,0.9,0.97,,0.81
2000-04-19,0.71,0.47,,0.84,0.62,0.72,0.86,0.65,0.76,,0.64,0.74,0.77,0.56,0.81,0.98,,0.74
2000-04-20,0.63,0.45,,0.74,0.49,0.9,0.69,0.58,0.65,,0.61,0.73,0.79,0.66,0.81,0.87,,0.79
2000-04-21,0.59,0.41,,0.67,0.56,0.74,0.6,0.55,0.59,,0.65,0.56,0.95,0.79,0.74,0.74,,0.68
2000-04-22,0.56,0.46,,0.59,0.7,0.77,0.51,0.54,0.75,,0.66,0.46,0.88,0.83,0.88,0.78,,0.93
2000-04-23,0.7,0.46,,0.4,0.91,0.83,0.6,0.52,0.97,,0.83,0.5,0.94,0.67,0.87,0.75,,0.84
2000-04-24,0.82,0.44,,0.83,0.77,0.76,0.91,0.78,0.79,,0.72,0.96,0.86,0.59,0.77,0.97,,0.72
2000-04-25,0.67,0.81,,0.87,0.57,0.83,0.72,0.62,0.66,,0.7,0.74,0.65,0.8,0.75,0.86,,0.7
2000-04-26,0.57,0.81,,0.73,0.61,0.84,0.63,0.61,0.7,,0.63,0.66,0.7,0.78,0.81,0.8,,0.87
2000-04-27,0.64,0.71,,0.56,0.67,0.74,0.58,0.68,0.79,,0.78,0.72,0.87,0.9,0.86,0.76,,0.96
2000-04-28,0.74,0.66,,0.5,0.76,0.88,0.66,0.78,0.77,,0.92,0.49,0.79,0.58,0.81,0.85,,0.89
2000-04-29,0.77,0.54,,0.51,0.92,0.69,0.88,0.81,0.93,,0.74,0.66,0.64,0.74,0.91,0.98,,0.75
2000-04-30,0.71,0.55,,0.51,0.87,0.74,0.9,0.81,0.89,,0.67,0.9,0.7,0.73,0.87,0.9,,0.74
2000-05-01,0.73,0.7,,0.75,0.86,0.74,0.83,0.86,0.86,,0.69,0.79,0.88,0.64,0.84,0.96,,0.77
2000-05-02,0.76,0.43,,0.51,0.9,0.73,0.81,0.82,0.96,,0.72,0.69,0.96,0.6,0.93,0.93,,0.88
2000-05-03,0.75,0.48,,0.38,0.94,0.84,0.56,0.55,1.0,,0.66,0.69,0.65,0.77,0.85,0.79,,0.92
2000-05-04,0.67,0.52,,0.51,0.75,0.8,0.51,0.68,0.88,,0.66,0.91,0.49,0.78,0.85,0.97,,0.9
2000-05-05,0.7,0.49,,0.55,0.61,0.74,0.46,0.74,0.71,,0.72,0.71,0.57,0.83,0.89,0.91,,0.84
2000-05-06,0.71,0.44,,0.46,0.55,0.71,0.46,0.67,0.68,,0.82,0.78,0.46,0.84,0.7,0.94,,0.8
2000-05-07,0.67,0.45,,0.42,0.73,0.72,0.49,0.7,0.77,,0.84,0.64,0.66,0.91,0.83,0.97,,0.82
2000-05-08,0.75,0.51,,0.53,0.67,0.84,0.71,0.81,0.81,,0.74,0.68,0.5,0.9,0.78,0.97,,0.78
2000-05-09,0.65,0.63,,0.75,0.71,0.82,0.76,0.65,0.7,,0.85,0.63,0.57,0.85,0.83,0.81,,0.73
2000-05-10,0.64,0.61,,0.67,0.62,0.84,0.68,0.64,0.76,,0.87,0.52,0.55,0.93,0.63,0.81,,0.84
2000-05-11,0.67,0.56,,0.61,0.55,0.76,0.51,0.65,0.79,,0.76,0.5,0.34,0.81,0.79,0.67,,0.88
2000-05-12,0.8,0.53,,0.46,0.54,0.77,0.51,0.67,0.84,,0.72,0.88,0.49,0.82,0.78,0.97,,0.77
2000-05-13,0.82,0.37,,0.38,0.45,0.76,0.42,0.54,0.73,,0.73,0.78,0.54,0.69,0.76,0.98,,0.83
2000-05-14,0.68,0.44,,0.41,0.48,0.72,0.42,0.54,0.57,,0.72,0.5,0.65,0.65,0.73,0.64,,0.76
2000-05-15,0.58,0.44,,0.38,0.35,0.67,0.49,0.53,0.49,,0.69,0.52,0.54,0.72,0.75,0.59,,0.67
2000-05-16,0.6,0.43,,0.36,0.57,0.66,0.54,0.55,0.58,,0.64,0.49,0.55,0.74,0.7,0.9,,0.82
2000-05-17,0.74,0.4,,0.59,0.68,0.64,0.8,0.49,0.72,,0.74,0.62,0.81,0.77,0.62,0.74,,0.72
2000-05-18,0.68,0.43,,0.76,0.82,0.76,0.87,0.55,0.78,,0.63,0.91,0.67,0.63,0.68,0.95,,0.78
2000-05-19,0.66,0.74,,0.74,0.89,0.71,0.88,0.86,0.89,,0.54,0.72,0.7,0.51,0.78,0.91,,0.77
2000-05-20,0.58,0.71,,0.81,0.78,0.7,0.81,0.88,0.75,,0.55,0.76,0.67,0.49,0.73,0.93,,0.7
2000-05-21,0.68,0.58,,0.68,0.86,0.77,0.85,0.61,0.86,,0.58,0.61,0.55,0.58,0.79,0.86,,0.77
2000-05-22,0.64,0.77,,0.94,0.84,0.71,0.87,0.82,0.87,,0.51,0.79,0.68,0.52,0.81,0.96,,0.76
2000-05-23,0.61,0.71,,0.66,0.67,0.85,0.77,0.58,0.72,,0.57,0.63,0.7,0.53,0.77,0.9,,0.74
2000-05-24,0.6,0.61,,0.61,0.87,0.79,0.81,0.58,0.93,,0.53,0.6,0.66,0.54,0.74,0.66,,0.7
2000-05-25,0.69,0.55,,0.64,0.68,0.67,0.86,0.57,0.76,,0.67,0.6,0.6,0.57,0.64,0.69,,0.76
2000-05-26,0.71,0.51,,0.59,0.51,0.86,0.6,0.61,0.65,,0.64,0.77,0.73,0.67,0.7,0.97,,0.74
2000-05-27,0.75,0.48,,0.73,0.58,0.74,0.62,0.55,0.6,,0.75,0.85,0.85,0.6,0.82,0.87,,0.66
2000-05-28,0.68,0.53,,0.69,0.75,0.77,0.65,0.64,0.76,,0.76,0.8,0.68,0.69,0.82,0.96,,0.68
2000-05-29,0.66,0.7,,0.56,0.72,0.68,0.75,0.9,0.74,,0.62,0.82,0.88,0.62,0.82,0.97,,0.7
2000-05-30,0.79,0.52,,0.68,0.7,0.66,0.76,0.59,0.84,,0.6,0.7,0.84,0.58,0.75,0.96,,0.96
2000-05-31,0.78,0.72,,0.77,0.64,0.66,0.62,0.78,0.69,,0.65,0.89,0.69,0.5,0.76,0.97,,0.85
2000-06-01,0.68,0.56,,0.54,0.68,0.85,0.67,0.6,0.73,,0.6,0.64,0.66,0.6,0.7,0.64,,0.85
2000-06-02,0.63,0.51,,0.5,0.68,0.76,0.62,0.55,0.74,,0.66,0.61,0.69,0.86,0.7,0.7,,0.79
2000-06-03,0.64,0.47,,0.52,0.75,0.72,0.71,0.56,0.76,,0.62,0.56,0.44,0.84,0.53,0.79,,0.83
2000-06-04,0.65,0.44,,0.61,0.8,0.69,0.75,0.57,0.79,,0.61,0.72,0.43,0.68,0.64,0.9,,0.88
2000-06-05,0.8,0.43,,0.69,0.84,0.81,0.9,0.52,0.9,,0.64,0.65,0.43,0.68,0.34,0.88,,0.93
2000-06-06,0.84,0.52,,0.78,0.79,0.72,0.76,0.55,0.81,,0.63,0.96,0.47,0.56,0.73,0.88,,0.8
2000-06-07,0.65,0.61,,0.8,0.73,0.58,0.86,0.78,0.69,,0.57,0.66,0.62,0.5,0.73,0.98,,0.72
2000-06-08,0.61,0.47,,0.52,0.56,0.54,0.69,0.64,0.62,,0.59,0.56,0.52,0.58,0.73,0.97,,0.63
2000-06-09,0.6,0.44,,0.49,0.48,0.78,0.56,0.57,0.59,,0.69,0.62,0.52,0.67,0.73,0.81,,0.81
2000-06-10,0.7,0.4,,0.45,0.8,0.63,0.65,0.57,0.78,,0.83,0.52,0.72,0.79,0.73,0.74,,0.82
2000-06-11,0.84,0.43,,0.78,0.62,0.62,0.82,0.59,0.63,,0.83,0.65,0.8,0.66,0.73,0.99,,0.78
2000-06-12,0.68,0.41,,0.68,0.65,0.7,0.68,0.6,0.73,,0.73,0.78,0.53,0.6,0.73,0.78,,0.75
2000-06-13,0.69,0.51,,0.53,0.63,0.73,0.64,0.79,0.72,,0.7,0.63,0.63,0.61,0.18,0.95,,0.77
2000-06-14,0.72,0.47,,0.75,0.76,0.77,0.69,0.63,0.82,,0.85,0.69,0.43,0.7,0.64,0.85,,0.83
2000-06-15,0.65,0.58,,0.79,0.77,0.74,0.7,0.74,0.78,,0.63,0.72,0.49,0.51,0.68,0.97,,0.75
2000-06-16,0.59,0.5,,0.58,0.63,0.77,0.61,0.61,0.61,,0.57,0.59,0.43,0.39,0.76,0.98,,0.74
2000-06-17,0.61,0.43,,0.56,0.53,0.59,0.53,0.41,0.53,,0.52,0.44,0.48,0.53,0.71,0.91,,0.6
2000-06-18,0.5,0.39,,0.41,0.41,0.45,0.52,0.49,0.48,,0.61,0.4,0.8,0.8,0.37,0.42,,0.54
2000-06-19,0.48,0.4,,0.34,0.41,0.51,0.47,0.47,0.48,,0.6,0.43,0.87,0.67,0.55,0.74,,0.56
2000-06-20,0.5,0.4,,0.35,0.38,0.82,0.44,0.51,0.48,,0.56,0.41,0.7,0.71,0.49,0.56,,0.62
2000-06-21,0.5,0.38,,0.32,0.65,0.7,0.53,0.47,0.69,,0.62,0.41,0.82,0.79,0.58,0.83,,0.71
2000-06-22,0.75,0.34,,0.46,0.55,0.74,0.63,0.47,0.65,,0.67,0.55,0.79,0.71,0.58,0.73,,0.65
2000-06-23,0.63,0.41,,0.63,0.7,0.7,0.68,0.48,0.72,,0.58,0.81,0.84,0.59,0.63,0.94,,0.71
2000-06-24,0.77,0.53,,0.74,0.88,0.72,0.78,0.71,0.85,,0.57,0.8,0.79,0.53,0.71,0.98,,0.71
2000-06-25,0.69,0.77,,0.74,0.81,0.68,0.69,0.85,0.82,,0.54,0.77,0.79,0.54,0.81,0.95,,0.78
2000-06-26,0.62,0.61,,0.65,0.64,0.69,0.67,0.62,0.67,,0.49,0.59,0.76,0.65,0.74,0.96,,0.58
2000-06-27,0.57,0.48,,0.62,0.62,0.62,0.61,0.56,0.63,,0.57,0.5,0.61,0.77,0.67,0.58,,0.5
2000-06-28,0.68,0.4,,0.56,0.64,0.65,0.6,0.74,0.63,,0.7,0.52,0.66,0.53,0.68,0.91,,0.55
2000-06-29,0.58,0.37,,0.62,0.63,0.71,0.69,0.63,0.72,,0.56,0.43,0.75,0.54,0.8,0.95,,0.64
2000-06-30,0.54,0.47,,0.54,0.7,0.86,0.69,0.7,0.79,,0.55,0.51,0.67,0.69,0.79,0.97,,0.74
2000-07-01,0.65,0.6,,0.58,0.85,0.8,0.82,0.65,0.81,,0.73,0.52,0.69,0.82,0.74,0.93,,0.75
2000-07-02,0.68,0.51,,0.69,0.78,0.78,0.86,0.58,0.77,,0.6,0.59,0.68,0.85,0.57,0.84,,0.82
2000-07-03,0.81,0.56,,0.69,0.85,0.72,0.89,0.5,0.85,,0.69,0.78,0.61,0.77,0.44,0.89,,0.74
2000-07-04,0.71,0.58,,0.8,0.79,0.86,0.85,0.52,0.84,,0.59,0.77,0.7,0.5,0.26,0.92,,0.81
2000-07-05,0.62,0.53,,0.84,0.78,0.88,0.77,0.54,0.83,,0.57,0.53,0.73,0.55,0.72,0.98,,0.7
2000-07-06,0.6,0.41,,0.72,0.72,0.78,0.83,0.54,0.8,,0.52,0.52,0.74,0.7,0.62,0.93,,0.65
2000-07-07,0.75,0.5,,0.76,0.77,0.7,0.8,0.53,0.86,,0.52,0.9,0.68,0.55,0.5,0.95,,0.8
2000-07-08,0.7,0.67,,0.94,0.81,0.74,0.78,0.79,0.83,,0.54,0.81,0.6,0.48,0.6,0.97,,0.72
2000-07-09,0.76,0.79,,0.69,0.88,0.84,0.85,0.66,0.9,,0.57,0.79,0.65,0.55,0.72,0.95,,0.95
2000-07-10,0.73,0.53,,0.72,0.71,0.85,0.82,0.63,0.81,,0.89,0.84,0.79,0.67,0.78,0.97,,0.85
2000-07-11,0.69,0.66,,0.75,0.91,0.68,0.77,0.82,0.93,,0.66,0.79,0.86,0.49,0.78,0.98,,0.88
2000-07-12,0.76,0.74,,0.64,0.73,0.76,0.7,0.6,0.89,,0.64,0.78,0.71,0.47,0.71,0.94,,0.7
2000-07-13,0.79,0.54,,0.6,0.86,0.82,0.84,0.62,0.9,,0.59,0.73,0.66,0.5,0.73,0.95,,0.86
2000-07-14,0.83,0.54,,0.89,0.81,0.73,0.86,0.79,0.9,,0.78,0.91,0.79,0.61,0.8,0.97,,0.77
